小说名,想,走,说道,笑,太,听,吃,时间,住,东西,钱,事情,脸,找,想到,坐,站,心中,名,回,发现,感觉,跑,第一,身体,身上,声音,眼睛,岁,地方,条,世界,听到,气,问道,件,脸上,自然,喝,穿,回来,杀,明白,儿子,干,终于,皇帝,买,兄弟,只能,一阵,孩子,众人,公子,之中,父亲,来到,说话,掉,手中,块,大人,面前,地上,将军,系统,不错,少年,眼前,目光,肯定,刀,字,刚刚,离开,副,卖,小子,送,少爷,曹操,实在,女人,算是,情况,好像,母亲,拉,大哥,水,穿越,写,家伙,身边,落,停,士兵,李,力量,不好,书,回去,办法,历史,王,时代,修炼,米,哥哥,丝,很快,娘,飞,名字,微微,身后,只见,小姐,喜欢,跳,夫人,远,机会,拍,喊,剑,酒,抓,女子,女孩,衣服,便是,旁边,连忙,发生,女,游戏,脑袋,工作,男子,生活,告诉,少女,姑娘,摇,男人,原本,股,仿佛,传来,学,银子,张搴,天下,老师,本来,床,老爷,公司,抱,速度,乱,跟着,同学,弄,魔法,能力,部落,吕布,抬,刘备,弟子,见到,陛下,露出,开口,回到,找到,外面,慢慢,学生,贾环,白七,实力,发,希望,脸色,家里,朋友,楼,手里,胖子,赶紧,玩,皇上,中国,此刻,身份,份,今日,class
无良皇帝,0.001814,0.001121,1.80E-05,0.000267,0.000249,0.000107,0.000516,5.30E-05,0.000178,1.80E-05,0.000783,0.000231,0.000125,0.000551,0.000125,7.10E-05,0.00032,5.30E-05,0.00016,0.000516,1.80E-05,1.80E-05,0.000676,0.000462,0.00016,0.000142,1.80E-05,8.90E-05,0.00016,0.000178,0.000427,1.80E-05,0.000107,3.60E-05,5.30E-05,0.000142,1.80E-05,5.30E-05,3.60E-05,0.000178,0.000267,0.000196,1.80E-05,0.713183,8.90E-05,3.60E-05,0.713183,0.000409,1.80E-05,7.10E-05,0.003469,0.000142,1.80E-05,0.713183,0.000249,0.713183,0.000107,0.000338,0.00032,8.90E-05,0.000107,0.001316,5.30E-05,8.90E-05,1.80E-05,1.80E-05,1.80E-05,7.10E-05,0.00016,1.80E-05,5.30E-05,0.000427,0.713183,1.80E-05,3.60E-05,3.60E-05,0.000267,0.000249,5.30E-05,1.80E-05,0.713183,7.10E-05,0.000231,3.60E-05,3.60E-05,3.60E-05,0.713183,3.60E-05,3.60E-05,0.00016,5.30E-05,5.30E-05,1.80E-05,0.000125,5.30E-05,0.000196,0.713183,0.713183,1.80E-05,8.90E-05,0.001121,0.000391,1.80E-05,1.80E-05,0.713183,1.80E-05,8.90E-05,0.000267,3.60E-05,1.80E-05,3.60E-05,0.713183,3.60E-05,3.60E-05,0.713183,5.30E-05,0.000142,0.000605,0.000142,0.000107,0.001316,0.000196,5.30E-05,1.80E-05,0.00016,1.80E-05,0.713183,8.90E-05,8.90E-05,8.90E-05,0.000178,0.008503,1.80E-05,0.000231,1.80E-05,0.713183,0.000231,1.80E-05,0.713183,0.000107,5.30E-05,3.60E-05,0.000142,1.80E-05,1.80E-05,1.80E-05,1.80E-05,0.713183,0.713183,0.000836,0.000142,0.713183,7.10E-05,3.60E-05,1.80E-05,1.80E-05,7.10E-05,1.80E-05,0.713183,0.000178,5.30E-05,3.60E-05,0.00016,1.80E-05,0.000338,3.60E-05,3.60E-05,1.80E-05,0.713183,1.80E-05,0.713183,0.713183,3.60E-05,0.000925,3.60E-05,8.90E-05,0.000125,3.60E-05,5.30E-05,7.10E-05,0.000107,0.713183,1.80E-05,3.60E-05,1.80E-05,1.80E-05,1.80E-05,3.60E-05,5.30E-05,0.000125,5.30E-05,1.80E-05,1.80E-05,8.90E-05,0.001405,1.80E-05,0.713183,0.00016,0.713183,0.713183,succ
无奈三国,0.000714,0.000375,0.001446,0.000232,0.000268,0.000482,3.60E-05,0.000107,0.000125,0.000179,0.71335,0.000375,0.000143,0.000143,0.000161,0.000179,8.90E-05,0.000125,0.000643,0.000214,5.40E-05,3.60E-05,5.40E-05,3.60E-05,7.10E-05,7.10E-05,1.80E-05,0.000107,7.10E-05,0.000196,0.000179,0.000107,0.000107,8.90E-05,0.000161,0.000196,0.000143,0.000179,8.90E-05,1.80E-05,0.000107,0.000107,3.60E-05,1.80E-05,0.000196,1.80E-05,0.71335,5.40E-05,0.71335,0.000214,1.80E-05,1.80E-05,1.80E-05,1.80E-05,7.10E-05,1.80E-05,8.90E-05,0.000179,0.000107,0.000161,3.60E-05,1.80E-05,1.80E-05,0.000107,0.00075,0.71335,7.10E-05,0.000196,0.000143,0.000179,3.60E-05,7.10E-05,0.000232,1.80E-05,5.40E-05,8.90E-05,0.71335,1.80E-05,7.10E-05,0.000107,0.71335,3.60E-05,7.10E-05,1.80E-05,7.10E-05,7.10E-05,1.80E-05,5.40E-05,7.10E-05,3.60E-05,1.80E-05,0.000107,5.40E-05,3.60E-05,0.000214,5.40E-05,0.71335,1.80E-05,1.80E-05,7.10E-05,0.000196,3.60E-05,3.60E-05,1.80E-05,0.71335,1.80E-05,1.80E-05,5.40E-05,0.71335,0.000125,7.10E-05,0.71335,7.10E-05,7.10E-05,7.10E-05,7.10E-05,1.80E-05,0.000803,1.80E-05,3.60E-05,0.001874,0.000161,7.10E-05,3.60E-05,0.71335,5.40E-05,0.71335,0.000125,1.80E-05,3.60E-05,3.60E-05,3.60E-05,3.60E-05,3.60E-05,5.40E-05,8.90E-05,0.71335,1.80E-05,1.80E-05,1.80E-05,7.10E-05,1.80E-05,1.80E-05,0.000143,1.80E-05,7.10E-05,1.80E-05,0.000214,3.60E-05,3.60E-05,5.40E-05,1.80E-05,5.40E-05,1.80E-05,0.000107,1.80E-05,0.71335,0.000107,0.71335,1.80E-05,5.40E-05,0.000107,1.80E-05,5.40E-05,8.90E-05,1.80E-05,1.80E-05,0.000214,0.71335,7.10E-05,1.80E-05,1.80E-05,5.40E-05,0.000464,8.90E-05,7.10E-05,1.80E-05,0.000143,1.80E-05,1.80E-05,5.40E-05,1.80E-05,0.000125,1.80E-05,5.40E-05,7.10E-05,1.80E-05,1.80E-05,1.80E-05,0.000125,5.40E-05,1.80E-05,1.80E-05,1.80E-05,0.000964,0.000518,1.80E-05,5.40E-05,0.71335,1.80E-05,succ
武家栋梁,0.000427,0.000301,0.000201,0.000176,0.000477,0.000176,0.0001,0.000151,7.50E-05,2.50E-05,0.0001,5.00E-05,0.000126,0.000176,0.000126,0.000126,7.50E-05,5.00E-05,0.000176,0.000126,0.000151,2.50E-05,0.000452,0.000251,0.0001,0.000151,5.00E-05,0.0001,5.00E-05,2.50E-05,0.000477,0.000452,0.0001,0.000151,2.50E-05,0.000728,0.000126,7.50E-05,0.000151,0.0001,7.50E-05,0.000276,2.50E-05,2.50E-05,7.50E-05,0.000201,0.702923,0.000126,0.000151,0.000352,0.000126,0.702923,0.000904,0.702923,0.000578,2.50E-05,5.00E-05,0.0001,0.000301,0.000126,0.000126,5.00E-05,5.00E-05,7.50E-05,0.001231,0.000151,0.000151,0.000151,0.0001,5.00E-05,2.50E-05,0.702923,0.702923,5.00E-05,2.50E-05,5.00E-05,0.000151,0.000553,0.000151,0.000201,0.702923,0.000226,0.000904,0.0001,0.000176,7.50E-05,2.50E-05,0.000126,2.50E-05,0.702923,2.50E-05,0.702923,2.50E-05,5.00E-05,0.702923,0.0001,0.702923,0.702923,0.000251,0.0001,0.702923,0.000126,5.00E-05,0.702923,0.702923,0.000126,5.00E-05,0.000301,0.702923,7.50E-05,5.00E-05,0.702923,5.00E-05,7.50E-05,2.50E-05,5.00E-05,2.50E-05,0.000553,5.00E-05,0.0001,0.000904,0.000176,0.0001,2.50E-05,5.00E-05,0.702923,0.0001,2.50E-05,0.702923,0.702923,2.50E-05,0.000326,2.50E-05,7.50E-05,5.00E-05,0.702923,0.000904,5.00E-05,2.50E-05,5.00E-05,2.50E-05,0.0001,0.000201,0.702923,0.0001,5.00E-05,2.50E-05,0.000151,2.50E-05,0.0001,0.702923,0.702923,0.000276,2.50E-05,5.00E-05,2.50E-05,5.00E-05,5.00E-05,7.50E-05,2.50E-05,0.000126,2.50E-05,0.000201,0.000176,0.702923,0.000653,5.00E-05,0.702923,0.702923,2.50E-05,0.702923,0.702923,2.50E-05,0.000377,5.00E-05,2.50E-05,0.0001,0.000151,5.00E-05,2.50E-05,0.702923,2.50E-05,2.50E-05,0.702923,0.000326,5.00E-05,5.00E-05,2.50E-05,7.50E-05,0.702923,0.000126,0.702923,2.50E-05,0.000251,0.002235,2.50E-05,2.50E-05,2.50E-05,0.0001,0.702923,succ
武林淘宝王,0.000644,0.000241,8.00E-05,0.000536,0.000322,0.000268,0.000268,8.00E-05,5.40E-05,0.000188,2.70E-05,8.00E-05,0.000215,0.000188,0.000107,0.000188,0.000349,5.40E-05,8.00E-05,8.00E-05,8.00E-05,8.00E-05,0.000322,0.000134,0.000241,0.000241,0.000134,0.000161,2.70E-05,0.000134,0.706263,0.000751,0.000161,0.000188,5.40E-05,0.000107,8.00E-05,0.000161,2.70E-05,0.00059,8.00E-05,2.70E-05,2.70E-05,0.706263,8.00E-05,0.000215,0.706263,5.40E-05,0.706263,0.000134,0.000215,8.00E-05,2.70E-05,0.706263,0.000134,0.706263,0.000107,8.00E-05,0.000134,8.00E-05,5.40E-05,5.40E-05,2.70E-05,0.000134,8.00E-05,2.70E-05,5.40E-05,8.00E-05,8.00E-05,8.00E-05,0.000107,2.70E-05,2.70E-05,8.00E-05,5.40E-05,5.40E-05,0.000188,8.00E-05,0.000134,0.000107,0.706263,8.00E-05,2.70E-05,2.70E-05,0.706263,2.70E-05,0.706263,5.40E-05,2.70E-05,5.40E-05,5.40E-05,0.706263,2.70E-05,5.40E-05,0.000107,2.70E-05,0.706263,0.706263,0.000188,2.70E-05,5.40E-05,2.70E-05,5.40E-05,2.70E-05,5.40E-05,8.00E-05,0.706263,2.70E-05,5.40E-05,5.40E-05,0.000134,0.706263,0.000107,2.70E-05,0.000536,0.000241,0.000134,2.70E-05,0.000161,0.000161,0.002065,8.00E-05,0.000107,8.00E-05,2.70E-05,2.70E-05,0.706263,0.706263,2.70E-05,2.70E-05,0.000161,2.70E-05,5.40E-05,2.70E-05,8.00E-05,2.70E-05,2.70E-05,0.000107,2.70E-05,0.000134,0.000188,8.00E-05,2.70E-05,0.706263,2.70E-05,0.000107,5.40E-05,8.00E-05,8.00E-05,2.70E-05,5.40E-05,0.706263,5.40E-05,5.40E-05,2.70E-05,5.40E-05,5.40E-05,0.000161,0.706263,5.40E-05,2.70E-05,0.000107,2.70E-05,5.40E-05,5.40E-05,0.706263,5.40E-05,0.000107,0.706263,0.706263,0.706263,2.70E-05,2.70E-05,0.000349,2.70E-05,0.000134,5.40E-05,5.40E-05,2.70E-05,0.000161,5.40E-05,0.706263,2.70E-05,0.706263,8.00E-05,2.70E-05,2.70E-05,8.00E-05,0.000107,0.706263,2.70E-05,2.70E-05,2.70E-05,0.706263,0.001153,8.00E-05,2.70E-05,5.40E-05,5.40E-05,0.706263,succ
武唐攻略,0.001325,0.000704,4.10E-05,0.000352,0.00029,0.000435,0.000228,4.10E-05,0.000207,0.000207,6.20E-05,0.000228,0.000248,0.000228,0.000228,4.10E-05,0.000104,0.000104,0.000166,0.000352,2.10E-05,2.10E-05,0.000166,0.000124,4.10E-05,0.000104,8.30E-05,0.000145,0.000311,0.000248,2.10E-05,2.10E-05,0.000124,0.000248,4.10E-05,4.10E-05,0.000207,0.000145,2.10E-05,6.20E-05,0.000124,0.000124,4.10E-05,0.000166,6.20E-05,6.20E-05,4.10E-05,0.704449,6.20E-05,0.000207,0.000248,0.000994,0.002277,0.704449,4.10E-05,4.10E-05,0.000766,0.000248,0.704449,4.10E-05,0.000269,0.000104,6.20E-05,0.000124,0.000352,0.704449,2.10E-05,2.10E-05,6.20E-05,4.10E-05,6.20E-05,8.30E-05,0.000166,0.000166,4.10E-05,4.10E-05,0.704449,0.000455,6.20E-05,0.000124,4.10E-05,8.30E-05,0.000311,0.000145,6.20E-05,8.30E-05,4.10E-05,8.30E-05,0.000104,0.704449,2.10E-05,6.20E-05,6.20E-05,0.000104,0.000124,0.000104,0.704449,0.704449,2.10E-05,0.000104,2.10E-05,8.30E-05,4.10E-05,2.10E-05,2.10E-05,2.10E-05,4.10E-05,2.10E-05,0.000104,4.10E-05,0.000145,2.10E-05,4.10E-05,4.10E-05,2.10E-05,4.10E-05,0.000414,2.10E-05,2.10E-05,0.704449,4.10E-05,0.000124,6.20E-05,2.10E-05,4.10E-05,4.10E-05,0.704449,0.000124,0.000124,6.20E-05,6.20E-05,0.00029,4.10E-05,2.10E-05,2.10E-05,0.704449,0.704449,0.000269,2.10E-05,0.704449,4.10E-05,4.10E-05,2.10E-05,2.10E-05,4.10E-05,0.002277,6.20E-05,6.20E-05,0.000104,6.20E-05,0.000104,2.10E-05,0.000166,4.10E-05,8.30E-05,6.20E-05,0.000104,8.30E-05,0.704449,0.000393,0.704449,0.000104,0.000104,0.000104,8.30E-05,0.704449,2.10E-05,0.000124,0.704449,4.10E-05,0.704449,0.704449,0.000414,2.10E-05,0.000124,0.000104,4.10E-05,0.000228,2.10E-05,0.704449,6.20E-05,0.704449,4.10E-05,2.10E-05,2.10E-05,8.30E-05,0.000228,0.000124,2.10E-05,0.000124,0.000186,0.704449,4.10E-05,2.10E-05,0.00118,0.000435,2.10E-05,4.10E-05,8.30E-05,0.704449,succ
武田家的明国武士,0.000418,0.000588,0.000247,0.00055,0.00019,0.000304,0.000266,0.000152,0.00019,0.000114,0.000418,1.90E-05,0.000361,0.000285,0.000247,0.000247,0.000247,1.90E-05,0.000133,0.000247,1.90E-05,3.80E-05,0.000209,0.00019,0.000114,0.000133,0.000228,0.000228,0.712423,1.90E-05,0.000152,3.80E-05,0.000133,0.000152,0.00019,0.000133,0.000285,3.80E-05,0.000304,0.00019,0.000247,1.90E-05,3.80E-05,0.712423,9.50E-05,3.80E-05,0.712423,5.70E-05,0.000114,9.50E-05,1.90E-05,0.712423,3.80E-05,0.712423,1.90E-05,0.712423,5.70E-05,0.000114,5.70E-05,0.000266,0.000152,0.000342,5.70E-05,3.80E-05,0.000285,0.712423,0.000114,3.80E-05,9.50E-05,0.00019,1.90E-05,3.80E-05,5.70E-05,3.80E-05,5.70E-05,0.000266,3.80E-05,0.000114,7.60E-05,0.000133,0.712423,1.90E-05,9.50E-05,3.80E-05,1.90E-05,0.000152,0.712423,1.90E-05,1.90E-05,0.000209,1.90E-05,1.90E-05,0.000266,0.000114,5.70E-05,0.000323,1.90E-05,0.712423,1.90E-05,7.60E-05,3.80E-05,7.60E-05,1.90E-05,1.90E-05,0.712423,5.70E-05,0.712423,0.00019,0.000133,7.60E-05,5.70E-05,0.712423,5.70E-05,5.70E-05,3.80E-05,9.50E-05,5.70E-05,1.90E-05,1.90E-05,9.50E-05,0.001803,3.80E-05,5.70E-05,3.80E-05,9.50E-05,0.712423,0.000285,0.000114,9.50E-05,9.50E-05,1.90E-05,1.90E-05,1.90E-05,1.90E-05,3.80E-05,9.50E-05,3.80E-05,1.90E-05,3.80E-05,1.90E-05,1.90E-05,9.50E-05,9.50E-05,1.90E-05,9.50E-05,5.70E-05,1.90E-05,5.70E-05,3.80E-05,1.90E-05,1.90E-05,0.712423,0.000114,1.90E-05,3.80E-05,3.80E-05,0.000228,3.80E-05,0.000285,7.60E-05,1.90E-05,5.70E-05,9.50E-05,1.90E-05,1.90E-05,1.90E-05,1.90E-05,5.70E-05,1.90E-05,5.70E-05,0.000304,0.712423,0.000152,0.00055,1.90E-05,0.000114,3.80E-05,0.000285,5.70E-05,1.90E-05,1.90E-05,0.712423,7.60E-05,1.90E-05,7.60E-05,7.60E-05,5.70E-05,0.000266,0.000171,0.712423,0.000418,0.712423,1.90E-05,0.000152,0.001632,0.000531,1.90E-05,1.90E-05,1.90E-05,1.90E-05,succ
西游之最强六耳,0.000603,0.000402,0.001006,0.000251,0.000277,0.000251,0.000327,5.00E-05,0.000176,2.50E-05,0.000151,2.50E-05,0.000201,0.000151,0.000251,0.000277,7.50E-05,0.000101,0.000151,0.000151,5.00E-05,5.00E-05,0.000126,0.000126,0.000101,0.000151,0.000226,2.50E-05,7.50E-05,2.50E-05,0.000151,7.50E-05,0.000251,0.000126,0.000151,5.00E-05,2.50E-05,2.50E-05,0.000201,0.000226,2.50E-05,0.000277,5.00E-05,2.50E-05,7.50E-05,0.000126,0.711718,0.711718,0.000101,5.00E-05,0.000126,5.00E-05,7.50E-05,5.00E-05,0.000251,2.50E-05,7.50E-05,0.000126,2.50E-05,0.000226,0.000126,0.000101,2.50E-05,0.000176,2.50E-05,5.00E-05,5.00E-05,2.50E-05,2.50E-05,5.00E-05,2.50E-05,0.000226,2.50E-05,5.00E-05,2.50E-05,2.50E-05,0.711718,5.00E-05,5.00E-05,2.50E-05,7.50E-05,2.50E-05,0.002011,7.50E-05,0.711718,0.000151,2.50E-05,0.000101,5.00E-05,0.000101,2.50E-05,0.711718,0.000126,5.00E-05,2.50E-05,5.00E-05,0.711718,0.711718,2.50E-05,5.00E-05,2.50E-05,5.00E-05,5.00E-05,0.711718,0.000126,2.50E-05,5.00E-05,0.711718,5.00E-05,0.711718,0.000201,0.711718,0.000101,2.50E-05,7.50E-05,0.000101,2.50E-05,0.000251,2.50E-05,7.50E-05,0.002011,7.50E-05,0.000126,0.000101,0.000151,0.711718,0.000251,0.000126,2.50E-05,0.711718,2.50E-05,7.50E-05,2.50E-05,2.50E-05,5.00E-05,0.711718,2.50E-05,5.00E-05,2.50E-05,2.50E-05,7.50E-05,5.00E-05,2.50E-05,0.711718,5.00E-05,2.50E-05,0.000101,7.50E-05,5.00E-05,7.50E-05,0.000101,5.00E-05,0.000101,5.00E-05,2.50E-05,0.000126,0.711718,2.50E-05,0.711718,2.50E-05,2.50E-05,7.50E-05,0.000101,7.50E-05,0.711718,5.00E-05,2.50E-05,2.50E-05,0.711718,2.50E-05,2.50E-05,2.50E-05,0.000226,7.50E-05,2.50E-05,2.50E-05,7.50E-05,2.50E-05,2.50E-05,5.00E-05,0.000101,0.711718,0.711718,2.50E-05,5.00E-05,0.000176,5.00E-05,0.000126,2.50E-05,0.711718,5.00E-05,5.00E-05,5.00E-05,2.50E-05,0.001006,0.000201,0.000201,0.000126,0.000126,7.50E-05,unsucc
吸烟的来历,0.000819,0.000338,0.000232,0.00016,0.000516,0.000142,0.001371,1.80E-05,0.000178,0.000338,0.000321,3.60E-05,0.71137,0.000125,0.000142,0.000107,8.90E-05,3.60E-05,5.30E-05,0.000249,0.000338,0.000142,7.10E-05,0.000196,3.60E-05,3.60E-05,8.90E-05,7.10E-05,0.000178,0.00016,0.000641,3.60E-05,0.000107,0.000142,0.000125,0.000142,0.000214,1.80E-05,0.00016,1.80E-05,8.90E-05,3.60E-05,1.80E-05,0.000178,8.90E-05,0.00016,0.71137,0.000125,7.10E-05,0.000107,3.60E-05,0.000338,3.60E-05,0.71137,0.000499,5.30E-05,0.000214,7.10E-05,0.000178,0.000232,3.60E-05,8.90E-05,1.80E-05,1.80E-05,7.10E-05,0.000908,7.10E-05,3.60E-05,7.10E-05,1.80E-05,7.10E-05,0.71137,5.30E-05,8.90E-05,1.80E-05,3.60E-05,1.80E-05,0.000303,5.30E-05,0.00016,1.80E-05,5.30E-05,3.60E-05,3.60E-05,3.60E-05,1.80E-05,5.30E-05,8.90E-05,7.10E-05,0.000196,1.80E-05,0.000249,7.10E-05,3.60E-05,5.30E-05,8.90E-05,1.80E-05,0.71137,3.60E-05,5.30E-05,0.000463,0.000125,3.60E-05,1.80E-05,0.71137,3.60E-05,1.80E-05,1.80E-05,7.10E-05,0.000178,0.000196,0.71137,0.71137,5.30E-05,3.60E-05,3.60E-05,8.90E-05,3.60E-05,0.000125,5.30E-05,0.001852,5.30E-05,3.60E-05,0.000125,0.00016,0.71137,0.71137,0.000338,5.30E-05,0.000125,0.71137,0.000125,1.80E-05,1.80E-05,3.60E-05,0.000125,7.10E-05,1.80E-05,1.80E-05,1.80E-05,1.80E-05,1.80E-05,0.000125,1.80E-05,0.71137,7.10E-05,5.30E-05,3.60E-05,1.80E-05,3.60E-05,0.00016,0.71137,8.90E-05,5.30E-05,1.80E-05,3.60E-05,0.71137,1.80E-05,1.80E-05,1.80E-05,3.60E-05,7.10E-05,5.30E-05,0.00016,0.000107,0.71137,5.30E-05,5.30E-05,0.71137,0.71137,0.71137,0.71137,3.60E-05,0.000338,8.90E-05,1.80E-05,0.000249,0.000107,1.80E-05,3.60E-05,3.60E-05,0.71137,1.80E-05,1.80E-05,0.000374,1.80E-05,3.60E-05,0.000125,0.000321,5.30E-05,1.80E-05,0.71137,1.80E-05,0.71137,0.00089,0.000499,0.000196,3.60E-05,0.000107,3.60E-05,succ
洗冤新录,0.000549,0.000571,0.000967,0.000308,0.000374,0.000352,2.20E-05,0.000132,0.000242,0.00011,2.20E-05,2.20E-05,0.000132,0.000198,0.000132,6.60E-05,0.00011,6.60E-05,0.000154,2.20E-05,2.20E-05,2.20E-05,0.000154,4.40E-05,2.20E-05,6.60E-05,6.60E-05,0.00011,2.20E-05,2.20E-05,0.00033,2.20E-05,0.000352,4.40E-05,8.80E-05,0.00011,0.000132,2.20E-05,2.20E-05,8.80E-05,2.20E-05,0.708472,2.20E-05,4.40E-05,0.000132,0.00011,0.708472,0.708472,0.708472,6.60E-05,8.80E-05,4.40E-05,0.001846,4.40E-05,8.80E-05,2.20E-05,0.00033,0.00011,8.80E-05,2.20E-05,0.00011,0.000527,0.000154,0.000154,0.00022,2.20E-05,0.000176,2.20E-05,6.60E-05,2.20E-05,2.20E-05,0.708472,0.000176,4.40E-05,4.40E-05,0.00022,8.80E-05,4.40E-05,2.20E-05,2.20E-05,0.708472,2.20E-05,2.20E-05,2.20E-05,2.20E-05,0.000132,0.000286,0.00011,0.000527,0.708472,8.80E-05,4.40E-05,2.20E-05,2.20E-05,0.000242,4.40E-05,4.40E-05,0.708472,2.20E-05,4.40E-05,0.708472,2.20E-05,4.40E-05,6.60E-05,0.708472,2.20E-05,0.708472,4.40E-05,0.708472,6.60E-05,0.00011,8.80E-05,2.20E-05,8.80E-05,6.60E-05,6.60E-05,0.000154,0.00211,2.20E-05,4.40E-05,0.001846,0.708472,0.00145,0.000132,4.40E-05,0.708472,2.20E-05,0.00011,2.20E-05,2.20E-05,2.20E-05,0.00512,2.20E-05,8.80E-05,2.20E-05,2.20E-05,2.20E-05,6.60E-05,0.000198,2.20E-05,2.20E-05,0.708472,2.20E-05,8.80E-05,6.60E-05,2.20E-05,2.20E-05,6.60E-05,8.80E-05,4.40E-05,2.20E-05,4.40E-05,0.000154,0.000396,0.000286,2.20E-05,4.40E-05,0.000286,0.708472,8.80E-05,2.20E-05,2.20E-05,4.40E-05,2.20E-05,4.40E-05,0.708472,2.20E-05,0.000242,0.708472,0.708472,0.708472,4.40E-05,2.20E-05,0.001165,8.80E-05,4.40E-05,2.20E-05,0.00011,4.40E-05,6.60E-05,2.20E-05,0.708472,2.20E-05,0.708472,2.20E-05,8.80E-05,4.40E-05,8.80E-05,4.40E-05,2.20E-05,8.80E-05,4.40E-05,8.80E-05,2.20E-05,0.00178,2.20E-05,2.20E-05,2.20E-05,2.20E-05,0.708472,succ
先秦1800,0.000568,0.000545,4.70E-05,0.701062,0.000616,0.000142,0.000118,4.70E-05,0.000237,2.40E-05,2.40E-05,7.10E-05,0.000237,7.10E-05,0.000237,7.10E-05,7.10E-05,0.000118,0.000142,7.10E-05,2.40E-05,2.40E-05,7.10E-05,0.000355,2.40E-05,9.50E-05,2.40E-05,7.10E-05,0.000213,2.40E-05,2.40E-05,0.000142,2.40E-05,2.40E-05,7.10E-05,9.50E-05,4.70E-05,2.40E-05,0.701062,2.40E-05,2.40E-05,0.000213,4.70E-05,7.10E-05,9.50E-05,0.00026,4.70E-05,4.70E-05,4.70E-05,0.000166,2.40E-05,7.10E-05,2.40E-05,7.10E-05,0.000142,0.000166,0.000118,7.10E-05,0.000118,0.000118,4.70E-05,0.000994,4.70E-05,0.000118,4.70E-05,0.701062,4.70E-05,4.70E-05,9.50E-05,0.701062,2.40E-05,0.701062,0.000213,4.70E-05,2.40E-05,2.40E-05,0.701062,7.10E-05,0.701062,4.70E-05,0.701062,0.000118,2.40E-05,4.70E-05,9.50E-05,4.70E-05,4.70E-05,2.40E-05,2.40E-05,0.000118,2.40E-05,9.50E-05,7.10E-05,2.40E-05,0.000189,2.40E-05,2.40E-05,0.701062,9.50E-05,7.10E-05,0.000166,7.10E-05,7.10E-05,2.40E-05,0.000237,0.000189,2.40E-05,4.70E-05,2.40E-05,7.10E-05,2.40E-05,0.701062,2.40E-05,0.000142,0.701062,9.50E-05,4.70E-05,2.40E-05,4.70E-05,2.40E-05,0.001586,7.10E-05,4.70E-05,2.40E-05,0.701062,0.701062,0.701062,4.70E-05,2.40E-05,2.40E-05,4.70E-05,2.40E-05,2.40E-05,4.70E-05,2.40E-05,2.40E-05,0.000189,0.701062,2.40E-05,7.10E-05,2.40E-05,7.10E-05,2.40E-05,0.701062,0.701062,0.001586,2.40E-05,9.50E-05,0.701062,2.40E-05,2.40E-05,7.10E-05,0.701062,2.40E-05,2.40E-05,0.000118,0.701062,2.40E-05,0.701062,7.10E-05,0.701062,0.000118,0.000118,2.40E-05,0.701062,0.701062,4.70E-05,4.70E-05,0.701062,2.40E-05,0.701062,2.40E-05,0.000118,0.0009,0.000616,2.40E-05,4.70E-05,2.40E-05,2.40E-05,2.40E-05,2.40E-05,0.701062,4.70E-05,7.10E-05,9.50E-05,7.10E-05,2.40E-05,0.000189,2.40E-05,0.701062,2.40E-05,7.10E-05,2.40E-05,9.50E-05,0.001349,7.10E-05,2.40E-05,2.40E-05,2.40E-05,2.40E-05,unsucc
